"TicketNumber","Summary","Status","Priority","ReportedBy","AssignedTo","ClosedAt","CreatedAt"
"TKT-0844","Cannot export CSV report","In Progress","High","Alice J. Smith","Administrator","","2025-08-28T04:42:21Z"
"TKT-0845","Search returns no results for crash","Blocked","Medium","Administrator","Alice J. Smith","","2025-08-28T06:27:21Z"
"TKT-0846","Performance regression in Admin","Closed","Low","Alice J. Smith","Administrator","2015-02-08T23:57:21Z","2025-08-28T08:12:21Z"
"TKT-0847","UI alignment broken on Firefox 120","Open","Critical","Administrator","Alice J. Smith","","2025-08-28T09:57:21Z"
"TKT-0848","API returns 500 on /api/v1/users","In Progress","High","Alice J. Smith","","","2025-08-28T11:42:21Z"
"TKT-0849","Pagination skips records in Tickets","Blocked","Medium","Administrator","Alice J. Smith","","2025-08-28T13:27:21Z"
"TKT-0850","Notification emails not sent for assignment","Closed","Low","Alice J. Smith","Administrator","2015-02-13T03:57:21Z","2025-08-28T15:12:21Z"
"TKT-0851","File upload fails for JSON files","Open","Critical","Administrator","Alice J. Smith","","2025-08-28T16:57:21Z"
"TKT-0852","Session timeout too aggressive in Reports","In Progress","High","Alice J. Smith","Administrator","","2025-08-28T18:42:21Z"
"TKT-0853","Dark mode toggle broken on Windows 11","Blocked","Medium","Administrator","","","2025-08-28T20:27:21Z"
"TKT-0854","Dropdown values not saved in Report Builder","Closed","Low","Alice J. Smith","Administrator","2015-02-17T07:57:21Z","2025-08-28T22:12:21Z"
"TKT-0855","Bulk delete removes wrong records in Billing","Open","Critical","Administrator","Alice J. Smith","","2025-08-28T23:57:21Z"
"TKT-0856","Date picker shows wrong timezone for UTC-8","In Progress","High","Alice J. Smith","Administrator","","2025-08-29T01:42:21Z"
"TKT-0857","CSV import fails on XML encoding","Blocked","Medium","Administrator","Alice J. Smith","","2025-08-29T03:27:21Z"
"TKT-0858","Password reset link expires too quickly","Closed","Low","Alice J. Smith","","2015-02-21T11:57:21Z","2025-08-29T05:12:21Z"
"TKT-0859","Two-factor auth bypass on iOS 17","Open","Critical","Administrator","Alice J. Smith","","2025-08-29T06:57:21Z"
"TKT-0860","Graph renders blank after assignment","In Progress","High","Alice J. Smith","Administrator","","2025-08-29T08:42:21Z"
"TKT-0861","Sort order wrong for Status column","Blocked","Medium","Administrator","Alice J. Smith","","2025-08-29T10:27:21Z"
"TKT-0862","Filter resets on page refresh in Admin","Closed","Low","Alice J. Smith","Administrator","2015-02-25T15:57:21Z","2025-08-29T12:12:21Z"
"TKT-0863","Login page crashes on Firefox","Open","Critical","Administrator","","","2025-08-29T13:57:21Z"
"TKT-0864","Cannot export CSV report","In Progress","High","Alice J. Smith","Administrator","","2025-08-29T15:42:21Z"
"TKT-0865","Search returns no results for crash","Blocked","Medium","Administrator","Alice J. Smith","","2025-08-29T17:27:21Z"
"TKT-0866","Performance regression in Search","Closed","Low","Alice J. Smith","Administrator","2015-03-01T19:57:21Z","2025-08-29T19:12:21Z"
"TKT-0867","UI alignment broken on Firefox 120","Open","Critical","Administrator","Alice J. Smith","","2025-08-29T20:57:21Z"
"TKT-0868","API returns 500 on /api/v1/users","In Progress","High","Alice J. Smith","","","2025-08-29T22:42:21Z"
"TKT-0869","Pagination skips records in Settings","Blocked","Medium","Administrator","Alice J. Smith","","2025-08-30T00:27:21Z"
"TKT-0870","Notification emails not sent for assignment","Closed","Low","Alice J. Smith","Administrator","2015-03-04T23:57:21Z","2025-08-30T02:12:21Z"
"TKT-0871","File upload fails for JSON files","Open","Critical","Administrator","Alice J. Smith","","2025-08-30T03:57:21Z"
"TKT-0872","Session timeout too aggressive in Users","In Progress","High","Alice J. Smith","Administrator","","2025-08-30T05:42:21Z"
"TKT-0873","Dark mode toggle broken on Safari","Blocked","Medium","Administrator","","","2025-08-30T07:27:21Z"
"TKT-0874","Dropdown values not saved in Report Builder","Closed","Low","Alice J. Smith","Administrator","2015-03-09T03:57:21Z","2025-08-30T09:12:21Z"
"TKT-0875","Bulk delete removes wrong records in Dashboard","Open","Critical","Administrator","Alice J. Smith","","2025-08-30T10:57:21Z"
"TKT-0876","Date picker shows wrong timezone for UTC-8","In Progress","High","Alice J. Smith","Administrator","","2025-08-30T12:42:21Z"
"TKT-0877","CSV import fails on XML encoding","Blocked","Medium","Administrator","Alice J. Smith","","2025-08-30T14:27:21Z"
"TKT-0878","Password reset link expires too quickly","Closed","Low","Alice J. Smith","","2015-03-13T07:57:21Z","2025-08-30T16:12:21Z"
"TKT-0879","Two-factor auth bypass on Firefox","Open","Critical","Administrator","Alice J. Smith","","2025-08-30T17:57:21Z"
"TKT-0880","Graph renders blank after assignment","In Progress","High","Alice J. Smith","Administrator","","2025-08-30T19:42:21Z"
"TKT-0881","Sort order wrong for Status column","Blocked","Medium","Administrator","Alice J. Smith","","2025-08-30T21:27:21Z"
"TKT-0882","Filter resets on page refresh in Search","Closed","Low","Alice J. Smith","Administrator","2015-03-17T11:57:21Z","2025-08-30T23:12:21Z"
"TKT-0883","Login page crashes on iOS 17","Open","Critical","Administrator","","","2025-08-31T00:57:21Z"
"TKT-0884","Cannot export CSV report","In Progress","High","Alice J. Smith","Administrator","","2025-08-31T02:42:21Z"
"TKT-0885","Search returns no results for crash","Blocked","Medium","Administrator","Alice J. Smith","","2025-08-31T04:27:21Z"
"TKT-0886","Performance regression in Admin","Closed","Low","Alice J. Smith","Administrator","2015-03-21T15:57:21Z","2025-08-31T06:12:21Z"
"TKT-0887","UI alignment broken on Firefox 120","Open","Critical","Administrator","Alice J. Smith","","2025-08-31T07:57:21Z"
"TKT-0888","API returns 500 on /api/v1/users","In Progress","High","Alice J. Smith","","","2025-08-31T09:42:21Z"
"TKT-0889","Pagination skips records in Tickets","Blocked","Medium","Administrator","Alice J. Smith","","2025-08-31T11:27:21Z"
"TKT-0890","Notification emails not sent for assignment","Closed","Low","Alice J. Smith","Administrator","2015-03-25T19:57:21Z","2025-08-31T13:12:21Z"
"TKT-0891","File upload fails for JSON files","Open","Critical","Administrator","Alice J. Smith","","2025-08-31T14:57:21Z"
"TKT-0892","Session timeout too aggressive in Reports","In Progress","High","Alice J. Smith","Administrator","","2025-08-31T16:42:21Z"
"TKT-0893","Dark mode toggle broken on Windows 11","Blocked","Medium","Administrator","","","2025-08-31T18:27:21Z"
"TKT-0894","Dropdown values not saved in Report Builder","Closed","Low","Alice J. Smith","Administrator","2015-03-28T23:57:21Z","2025-08-31T20:12:21Z"
"TKT-0895","Bulk delete removes wrong records in Billing","Open","Critical","Administrator","Alice J. Smith","","2025-08-31T21:57:21Z"
"TKT-0896","Date picker shows wrong timezone for UTC-8","In Progress","High","Alice J. Smith","Administrator","","2025-08-31T23:42:21Z"
"TKT-0897","CSV import fails on XML encoding","Blocked","Medium","Administrator","Alice J. Smith","","2025-09-01T01:27:21Z"
"TKT-0898","Password reset link expires too quickly","Closed","Low","Alice J. Smith","","2015-04-02T03:57:21Z","2025-09-01T03:12:21Z"
"TKT-0899","Two-factor auth bypass on iOS 17","Open","Critical","Administrator","Alice J. Smith","","2025-09-01T04:57:21Z"
"TKT-0900","Graph renders blank after assignment","In Progress","High","Alice J. Smith","Administrator","","2025-09-01T06:42:21Z"
"TKT-0901","Sort order wrong for Status column","Blocked","Medium","Administrator","Alice J. Smith","","2025-09-01T08:27:21Z"
"TKT-0902","Filter resets on page refresh in Admin","Closed","Low","Alice J. Smith","Administrator","2015-04-06T07:57:21Z","2025-09-01T10:12:21Z"
"TKT-0903","Login page crashes on Firefox","Open","Critical","Administrator","","","2025-09-01T11:57:21Z"
"TKT-0904","Cannot export CSV report","In Progress","High","Alice J. Smith","Administrator","","2025-09-01T13:42:21Z"
"TKT-0905","Search returns no results for crash","Blocked","Medium","Administrator","Alice J. Smith","","2025-09-01T15:27:21Z"
"TKT-0906","Performance regression in Search","Closed","Low","Alice J. Smith","Administrator","2015-04-10T11:57:21Z","2025-09-01T17:12:21Z"
"TKT-0907","UI alignment broken on Firefox 120","Open","Critical","Administrator","Alice J. Smith","","2025-09-01T18:57:21Z"
"TKT-0908","API returns 500 on /api/v1/users","In Progress","High","Alice J. Smith","","","2025-09-01T20:42:21Z"
"TKT-0909","Pagination skips records in Settings","Blocked","Medium","Administrator","Alice J. Smith","","2025-09-01T22:27:21Z"
"TKT-0910","Notification emails not sent for assignment","Closed","Low","Alice J. Smith","Administrator","2015-04-14T15:57:21Z","2025-09-02T00:12:21Z"
"TKT-0911","File upload fails for JSON files","Open","Critical","Administrator","Alice J. Smith","","2025-09-02T01:57:21Z"
"TKT-0912","Session timeout too aggressive in Users","In Progress","High","Alice J. Smith","Administrator","","2025-09-02T03:42:21Z"
"TKT-0913","Dark mode toggle broken on Safari","Blocked","Medium","Administrator","","","2025-09-02T05:27:21Z"
"TKT-0914","Dropdown values not saved in Report Builder","Closed","Low","Alice J. Smith","Administrator","2015-04-18T19:57:21Z","2025-09-02T07:12:21Z"
"TKT-0915","Bulk delete removes wrong records in Dashboard","Open","Critical","Administrator","Alice J. Smith","","2025-09-02T08:57:21Z"
"TKT-0916","Date picker shows wrong timezone for UTC-8","In Progress","High","Alice J. Smith","Administrator","","2025-09-02T10:42:21Z"
"TKT-0917","CSV import fails on XML encoding","Blocked","Medium","Administrator","Alice J. Smith","","2025-09-02T12:27:21Z"
"TKT-0918","Password reset link expires too quickly","Closed","Low","Alice J. Smith","","2015-04-21T23:57:21Z","2025-09-02T14:12:21Z"
"TKT-0919","Two-factor auth bypass on Firefox","Open","Critical","Administrator","Alice J. Smith","","2025-09-02T15:57:21Z"
"TKT-0920","Graph renders blank after assignment","In Progress","High","Alice J. Smith","Administrator","","2025-09-02T17:42:21Z"
"TKT-0921","Sort order wrong for Status column","Blocked","Medium","Administrator","Alice J. Smith","","2025-09-02T19:27:21Z"
"TKT-0922","Filter resets on page refresh in Search","Closed","Low","Alice J. Smith","Administrator","2015-04-26T03:57:21Z","2025-09-02T21:12:21Z"
"TKT-0923","Login page crashes on iOS 17","Open","Critical","Administrator","","","2025-09-02T22:57:21Z"
"TKT-0924","Cannot export CSV report","In Progress","High","Alice J. Smith","Administrator","","2025-09-03T00:42:21Z"
"TKT-0925","Search returns no results for crash","Blocked","Medium","Administrator","Alice J. Smith","","2025-09-03T02:27:21Z"
"TKT-0926","Performance regression in Admin","Closed","Low","Alice J. Smith","Administrator","2015-04-30T07:57:21Z","2025-09-03T04:12:21Z"
"TKT-0927","UI alignment broken on Firefox 120","Open","Critical","Administrator","Alice J. Smith","","2025-09-03T05:57:21Z"
"TKT-0928","API returns 500 on /api/v1/users","In Progress","High","Alice J. Smith","","","2025-09-03T07:42:21Z"
"TKT-0929","Pagination skips records in Tickets","Blocked","Medium","Administrator","Alice J. Smith","","2025-09-03T09:27:21Z"
"TKT-0930","Notification emails not sent for assignment","Closed","Low","Alice J. Smith","Administrator","2015-05-04T11:57:21Z","2025-09-03T11:12:21Z"
"TKT-0931","File upload fails for JSON files","Open","Critical","Administrator","Alice J. Smith","","2025-09-03T12:57:21Z"
"TKT-0932","Session timeout too aggressive in Reports","In Progress","High","Alice J. Smith","Administrator","","2025-09-03T14:42:21Z"
"TKT-0933","Dark mode toggle broken on Windows 11","Blocked","Medium","Administrator","","","2025-09-03T16:27:21Z"
"TKT-0934","Dropdown values not saved in Report Builder","Closed","Low","Alice J. Smith","Administrator","2015-05-08T15:57:21Z","2025-09-03T18:12:21Z"
"TKT-0935","Bulk delete removes wrong records in Billing","Open","Critical","Administrator","Alice J. Smith","","2025-09-03T19:57:21Z"
"TKT-0936","Date picker shows wrong timezone for UTC-8","In Progress","High","Alice J. Smith","Administrator","","2025-09-03T21:42:21Z"
"TKT-0937","CSV import fails on XML encoding","Blocked","Medium","Administrator","Alice J. Smith","","2025-09-03T23:27:21Z"
"TKT-0938","Password reset link expires too quickly","Closed","Low","Alice J. Smith","","2015-05-12T19:57:21Z","2025-09-04T01:12:21Z"
"TKT-0939","Two-factor auth bypass on iOS 17","Open","Critical","Administrator","Alice J. Smith","","2025-09-04T02:57:21Z"
"TKT-0940","Graph renders blank after assignment","In Progress","High","Alice J. Smith","Administrator","","2025-09-04T04:42:21Z"
"TKT-0941","Sort order wrong for Status column","Blocked","Medium","Administrator","Alice J. Smith","","2025-09-04T06:27:21Z"
"TKT-0942","Filter resets on page refresh in Admin","Closed","Low","Alice J. Smith","Administrator","2015-05-15T23:57:21Z","2025-09-04T08:12:21Z"
"TKT-0943","Login page crashes on Firefox","Open","Critical","Administrator","","","2025-09-04T09:57:21Z"
"TKT-0944","Cannot export CSV report","In Progress","High","Alice J. Smith","Administrator","","2025-09-04T11:42:21Z"
"TKT-0945","Search returns no results for crash","Blocked","Medium","Administrator","Alice J. Smith","","2025-09-04T13:27:21Z"
"TKT-0946","Performance regression in Search","Closed","Low","Alice J. Smith","Administrator","2015-05-20T03:57:21Z","2025-09-04T15:12:21Z"
"TKT-0947","UI alignment broken on Firefox 120","Open","Critical","Administrator","Alice J. Smith","","2025-09-04T16:57:21Z"
"TKT-0948","API returns 500 on /api/v1/users","In Progress","High","Alice J. Smith","","","2025-09-04T18:42:21Z"
"TKT-0949","Pagination skips records in Settings","Blocked","Medium","Administrator","Alice J. Smith","","2025-09-04T20:27:21Z"
"TKT-0950","Notification emails not sent for assignment","Closed","Low","Alice J. Smith","Administrator","2015-05-24T07:57:21Z","2025-09-04T22:12:21Z"
"TKT-0951","File upload fails for JSON files","Open","Critical","Administrator","Alice J. Smith","","2025-09-04T23:57:21Z"
"TKT-0952","Session timeout too aggressive in Users","In Progress","High","Alice J. Smith","Administrator","","2025-09-05T01:42:21Z"
"TKT-0953","Dark mode toggle broken on Safari","Blocked","Medium","Administrator","","","2025-09-05T03:27:21Z"
"TKT-0954","Dropdown values not saved in Report Builder","Closed","Low","Alice J. Smith","Administrator","2015-05-28T11:57:21Z","2025-09-05T05:12:21Z"
"TKT-0955","Bulk delete removes wrong records in Dashboard","Open","Critical","Administrator","Alice J. Smith","","2025-09-05T06:57:21Z"
"TKT-0956","Date picker shows wrong timezone for UTC-8","In Progress","High","Alice J. Smith","Administrator","","2025-09-05T08:42:21Z"
"TKT-0957","CSV import fails on XML encoding","Blocked","Medium","Administrator","Alice J. Smith","","2025-09-05T10:27:21Z"
"TKT-0958","Password reset link expires too quickly","Closed","Low","Alice J. Smith","","2015-06-01T15:57:21Z","2025-09-05T12:12:21Z"
"TKT-0959","Two-factor auth bypass on Firefox","Open","Critical","Administrator","Alice J. Smith","","2025-09-05T13:57:21Z"
"TKT-0960","Graph renders blank after assignment","In Progress","High","Alice J. Smith","Administrator","","2025-09-05T15:42:21Z"
"TKT-0961","Sort order wrong for Status column","Blocked","Medium","Administrator","Alice J. Smith","","2025-09-05T17:27:21Z"
"TKT-0962","Filter resets on page refresh in Search","Closed","Low","Alice J. Smith","Administrator","2015-06-05T19:57:21Z","2025-09-05T19:12:21Z"
"TKT-0963","Login page crashes on iOS 17","Open","Critical","Administrator","","","2025-09-05T20:57:21Z"
"TKT-0964","Cannot export CSV report","In Progress","High","Alice J. Smith","Administrator","","2025-09-05T22:42:21Z"
"TKT-0965","Search returns no results for crash","Blocked","Medium","Administrator","Alice J. Smith","","2025-09-06T00:27:21Z"
"TKT-0966","Performance regression in Admin","Closed","Low","Alice J. Smith","Administrator","2015-06-08T23:57:21Z","2025-09-06T02:12:21Z"
"TKT-0967","UI alignment broken on Firefox 120","Open","Critical","Administrator","Alice J. Smith","","2025-09-06T03:57:21Z"
"TKT-0968","API returns 500 on /api/v1/users","In Progress","High","Alice J. Smith","","","2025-09-06T05:42:21Z"
"TKT-0969","Pagination skips records in Tickets","Blocked","Medium","Administrator","Alice J. Smith","","2025-09-06T07:27:21Z"
